校舎,ユーザー名,生徒,科目,ルートレベル,参考書名,所要時間,予定,達成済,達成割合
東京校,tokyo_admin,東京校管理者_生徒2,英語,日大,肘井学の読解のための英文法が面白いほどわかる本（必修編）,56.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,日大,日大追加長文,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,英文解釈ポラリス1,42.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,関正生のThe Rules英語長文問題集 3,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,英語長文ポラリス 2,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,国公立標準問題集CanPass 英語,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,大学入試英語長文プラス記述式トレーニング問題集,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,大学入試英語長文プラス速読トレーニング問題集,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,『英作文ハイパートレーニング和文英訳編』,63.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,『英作文ハイパートレーニング自由英作文編PLUS』,56.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,『基礎英作文問題精講』,56.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,『改訂第２版 １カ月で攻略！ 大学入学共通テスト英語リーディング』,14.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,MARCH,MARCH追加長文,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,速読英単語上級編,157.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,出る順で最短合格！英検準1級単熟語Ex,210.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,大学入試英単語SPARTA3,105.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,英文解釈ポラリス2,42.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,関正生のThe Rules英語長文問題集 4,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,英語長文ポラリス3発展レベル,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,『世界一わかりやすい 早稲田の英語 合格講座』『世界一わかりやすい 慶應の英語合格講座』,42.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,ポレポレ英文読解プロセス50,42.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,東大英単語熟語鉄壁,315.0,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,英語,早慶,早慶追加長文,52.5,True,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,ゼロから覚醒はじめよう現代文,10.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,新・現代文レベル別問題集 1 超基礎編,15.75,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,船口のゼロから読み解く 最強の現代文,15.75,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,入試現代文へのアクセス 基本編,21.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,新・現代文レベル別問題集 2 初級編,15.75,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,現代文キーワード読解,78.75,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,入試漢字マスター1800+ (～読みB１）,52.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,新・現代文レベル別問題集3 標準編,21.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,読んで見て覚える 古文単語315,49.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,新・ゴロゴ古文単語,49.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,古文単語330 (いいずな書店),49.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,富井の古典文法を はじめからていねいに,28.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,ステップアップノート30 古典文法基礎ドリル,52.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,やさしくわかりやすい 古典文法,52.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,富井の古文読解をはじめからていねいに,21.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,古文レベル別問題集2 初級編,21.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,古文上達 基礎編 読解と演習45,52.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,古文レベル別問題集4 中級編,15.75,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,漢文早覚え速答法,52.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,ステップアップノート10 漢文句形ドリルと演習,17.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,マーク式基礎問題集 漢文,21.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,日大,岡本のたった3時間で漢文句法,14.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,MARCH,現代文読解力の開発講座,43.75,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,MARCH,船口の最強の現代文記述 トレーニング,21.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,MARCH,新・現代文レベル別問題集4 中級編,26.25,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,MARCH,入試漢字マスター1800+(四字熟語A１～）,47.25,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,MARCH,古文レベル別問題集5 上級編,28.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,MARCH,読み解き古文単語,42.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,MARCH,共通・センター過去問,14.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,早慶,新版 現代文 読解の基礎講義,15.75,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,早慶,新・現代文レベル別問題集5 上級編,26.25,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,早慶,世界一わかりやすい 早稲田の国語 合格講座,14.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,早慶,早稲田の国語(現代文),31.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,早慶,早稲田の国語(古文),28.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,早慶,改訂版 世界一わかりやすい 早稲田の国語 合格講座,10.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,早慶,早稲田の国語(漢文),10.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,基礎徹底,こわくない国語 文章の読解,28.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,基礎徹底,できた!中3国語 読解 (中学基礎がため100%),28.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,国語,基礎徹底,中学国語力を伸ばす語彙 1700,45.5,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,政治経済,日大,大学入学共通テスト政治・経済　集中講義,56.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,政治経済,日大,大学入学共通テストへの道　政治・経済,42.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,政治経済,日大,蔭山の共通テスト　政治・経済（問題集と併用）,49.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,政治経済,MARCH,私大攻略の政治・経済　要点整理と問題演習,56.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,政治経済,MARCH,政治・経済　計算＆論述特訓　問題集,126.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,政治経済,MARCH,大学入試　蔭山克秀の政治・経済が面白いほどわかる本（問題集と併用）,77.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,政治経済,早慶,政治・経済　標準問題精講,126.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,日大,大学入試　茂木誠の世界史探求が面白いほどわかる本,112.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,日大,ストーリーでわかる世界史探求[古代・中世・近世]、[近代・現代],112.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,日大,時代と流れで覚える！世界史用語,168.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,日大,世界史　基礎問題精講,140.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,MARCH,大学入試　茂木誠の世界史探求が面白いほどわかる本,140.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,MARCH,ストーリーでわかる世界史探求[古代・中世・近世]、[近代・現代],140.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,MARCH,斎藤の世界史一問一答　探求対応版　★★★、★★のみ,112.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,MARCH,東進　世界史一問一答　完全版　★★★、★★のみ,112.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,MARCH,世界史用語マルチトレーニング,140.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,MARCH,HISTORIA 世界史精選問題集,84.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,早慶,大学入試　茂木誠の世界史探求が面白いほどわかる本,98.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,早慶,ストーリーでわかる世界史探求[古代・中世・近世]、[近代・現代],98.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,早慶,斎藤の世界史一問一答　探求対応版(★1まで),42.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,早慶,東進　世界史一問一答　完全版(★0まで),42.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,早慶,早稲田大学入試対策用　世界史問題集,0.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,早慶,慶応義塾大学入試対策用　世界史問題集,0.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,基礎徹底,伊藤のたった10時間で世界史探求古代～近世/近代～現代＋文化史,0.0,False,False,
東京校,tokyo_admin,東京校管理者_生徒2,世界史,基礎徹底,小学生でもわかる世界史,0.0,False,False,
